,Acoerulea,Aduranensis,Aipaensis,Alyrata,Aofficinalis,Athaliana,Atrichopoda,Bdistachyon,Boleracea,Brapa,Bvulgaris,Cannuum,Cclementina,Clanatus,Cmelo,Cpapaya,Crubella,Csativus,Cviolacea,Egrandis,Eguineensis,Esalsugineum,Fvesca,Fxananassa,Gmax,Graimondii,Gsoja,Ljaponicus,Macuminata,Mdomestica,Mesculenta,Mguttatus,Mtruncatula,Nattenuata,Nnucifera,Osativa,Othomaeum,Paxillaris,Phallii,Ppersica,Ptrichocarpa,Pvirgatum,Pvulgaris,Pxbretschneideri,Rchinensis,Roccidentalis,Sbicolor,Sitalica,Slycopersicum,Smelongena,Spolyrhiza,Stuberosum,Sviridis,Tcacao,Vcorymbosum,Vvinifera,Zjujuba,Zmays,Total
OG0006614,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,2,3,2,1,2,1,1,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,2,6,86
OG0006615,1,2,1,1,2,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,3,2,4,6,1,1,1,1,1,1,1,1,1,4,1,1,1,86
OG0006621,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,3,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,4,1,6,1,1,1,2,1,1,1,1,2,1,5,3,1,1,86
OG0006623,1,1,1,1,2,1,1,1,2,2,1,0,1,1,3,1,1,1,1,1,1,1,2,6,1,5,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,2,1,1,1,1,1,1,1,4,1,2,1,86
OG0006628,1,1,1,1,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,1,3,1,1,4,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,4,5,4,1,1,86
OG0006630,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,3,1,1,2,1,3,2,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,8,1,1,1,86
OG0006646,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,4,5,1,4,1,1,5,1,1,1,1,1,2,1,1,1,1,3,2,1,0,2,1,1,1,1,1,1,1,1,1,3,1,3,1,86
OG0006647,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,4,1,4,2,1,1,2,1,2,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,86
OG0006648,1,1,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,6,3,1,2,1,2,2,1,1,3,0,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,9,1,1,2,86
OG0006653,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,4,2,2,1,3,1,1,1,1,1,1,1,1,1,1,7,1,4,1,86
OG0006661,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,3,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,9,2,2,1,86
OG0006663,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,5,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,3,0,1,1,4,1,6,1,86
OG0006665,1,7,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,6,2,2,2,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,86
OG0006667,1,5,1,1,1,1,1,1,2,2,1,0,1,2,1,1,1,1,1,1,2,1,2,5,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,4,2,1,1,1,1,1,1,1,6,1,1,1,1,4,1,1,1,86
OG0006684,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,6,1,3,1,1,4,1,1,2,86
OG0006685,1,1,2,1,1,1,1,1,2,3,1,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,2,2,2,1,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,8,1,1,1,1,4,1,1,1,86
OG0006692,1,1,1,1,2,1,1,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,0,1,0,1,1,1,2,2,1,1,1,15,1,1,1,86
OG0006703,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,2,0,1,1,4,2,1,2,2,1,3,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,7,1,1,7,86
OG0006704,1,1,2,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,6,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,2,4,1,3,1,1,4,1,1,1,86
OG0006715,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,5,1,1,1,3,2,1,1,5,3,3,3,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,1,1,4,1,1,1,86
OG0006724,1,2,2,2,1,2,1,1,7,4,1,1,1,1,1,1,2,1,2,1,1,2,2,4,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,86
OG0006727,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,10,2,1,1,1,1,1,1,2,1,1,1,4,2,2,1,86
OG0006731,1,5,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,1,6,2,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,4,1,1,2,86
OG0006734,1,2,1,1,1,1,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,7,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,1,1,9,4,2,1,86
OG0006738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,2,1,1,3,2,3,1,3,4,1,1,1,1,2,1,1,2,3,1,2,1,1,2,1,1,2,1,2,1,1,4,1,1,1,86
OG0006739,1,1,1,3,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,1,2,1,7,6,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,86
OG0006759,1,1,1,2,1,3,1,1,2,3,1,1,1,1,1,1,2,1,1,1,2,2,1,5,6,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,85
OG0006777,1,1,1,1,1,1,1,1,7,3,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,2,2,85
OG0006779,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,4,1,3,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,6,1,85
OG0006782,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,0,1,1,4,1,4,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,4,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,85
OG0006785,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,4,1,1,1,1,2,2,4,1,2,1,85
OG0006787,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,4,2,1,1,1,2,1,6,2,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,5,0,2,2,85
OG0006794,1,2,2,2,1,2,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,1,1,1,1,1,1,1,1,1,7,1,1,1,85
OG0006795,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,3,3,2,4,1,1,4,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,0,1,1,1,3,3,1,1,85
OG0006798,1,2,6,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,85
OG0006801,5,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,3,1,1,1,1,2,1,4,2,1,1,85
OG0006804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,3,2,3,1,2,5,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,0,1,1,1,4,1,1,2,85
OG0006805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,2,1,2,3,1,2,1,1,1,1,1,0,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,21,1,85
OG0006808,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,3,2,1,1,2,1,1,1,1,2,1,1,1,1,2,3,1,1,2,1,1,1,3,1,1,3,1,1,4,2,2,1,85
OG0006812,2,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,6,1,1,1,2,3,1,3,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,1,0,1,1,2,1,6,1,2,1,85
OG0006816,1,1,1,1,1,3,1,1,1,2,1,2,1,1,0,2,1,1,1,1,2,1,1,6,1,1,1,3,1,3,2,1,1,1,1,1,1,4,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,4,85
OG0006820,1,1,3,1,1,1,1,1,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,3,1,1,1,3,3,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,2,2,1,1,8,85
OG0006833,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,4,1,1,1,4,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,16,1,1,1,1,2,1,3,1,85
OG0006836,1,1,1,5,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,3,3,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,0,2,1,7,2,1,1,85
OG0006840,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,4,4,1,2,2,2,3,1,2,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,85
OG0006844,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,5,3,1,2,3,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,4,1,1,4,85
OG0006848,1,1,1,1,1,1,1,1,3,1,1,6,1,1,1,1,1,1,1,1,2,1,2,6,2,1,2,4,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,85
OG0006849,1,4,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,3,3,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,85
OG0006850,1,4,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,1,3,1,1,3,1,2,1,1,1,1,2,1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,85
OG0006856,1,2,6,1,2,1,3,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,1,1,8,2,1,1,85
OG0006866,2,1,1,2,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,5,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,7,2,2,2,85
OG0006867,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2,2,2,1,1,2,1,2,1,1,1,1,1,2,4,2,2,1,2,1,1,1,1,1,1,1,1,4,1,1,1,85
OG0006874,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,4,3,1,2,1,2,3,1,1,1,1,1,1,1,2,1,1,1,4,1,4,2,5,1,1,1,1,1,1,1,1,6,1,1,1,85
OG0006884,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,5,1,5,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,3,1,1,1,7,1,1,1,85
OG0006885,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,7,1,1,1,4,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,0,1,1,1,1,2,2,1,2,1,1,4,1,1,1,85
OG0006891,1,4,3,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,85
OG0006896,1,0,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,3,1,1,1,1,1,3,1,1,9,2,1,1,85
OG0006899,1,2,3,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,6,2,1,2,1,1,3,1,1,2,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,85
OG0006918,2,1,1,1,0,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,7,2,3,1,2,1,1,1,1,1,2,1,1,1,2,4,1,1,1,84
OG0006919,3,1,1,1,1,1,1,1,4,3,1,2,1,1,1,1,1,1,2,1,3,1,1,4,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,84
OG0006929,5,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,3,1,2,1,84
OG0006939,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,1,2,1,2,4,1,1,3,1,1,1,1,2,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,84
OG0006942,2,2,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,84
OG0006944,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,3,1,2,4,1,2,2,1,0,1,1,4,1,1,1,84
OG0006945,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,6,2,2,2,1,2,3,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,0,1,1,1,1,1,1,3,8,1,1,1,84
OG0006947,1,1,1,1,1,1,1,1,5,2,2,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,3,2,4,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1,4,84
OG0006955,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,7,1,4,1,1,4,2,2,1,1,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,84
OG0006956,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,3,1,2,2,2,1,1,3,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,84
OG0006958,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,2,2,2,1,2,6,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,1,84
OG0006968,1,0,0,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,2,1,1,1,5,2,1,4,84
OG0006971,1,1,1,2,1,1,1,1,2,2,1,7,1,0,1,1,1,1,1,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,4,1,2,1,1,4,1,1,1,84
OG0006975,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,3,5,2,1,2,1,1,3,1,1,1,2,1,1,1,1,1,2,2,3,1,3,1,2,2,1,1,1,1,1,1,1,8,2,1,1,84
OG0006976,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,5,1,1,1,1,5,1,2,1,1,1,1,1,5,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,84
OG0006979,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,10,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,2,4,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,84
OG0006981,1,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,4,84
OG0006983,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,4,1,1,1,1,2,1,1,5,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,1,6,1,1,2,1,0,3,1,1,84
OG0006986,2,2,2,1,1,1,3,1,3,1,1,0,1,1,1,2,1,1,3,1,2,1,1,5,2,1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,84
OG0006988,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,3,1,2,1,1,2,1,1,1,3,1,1,2,2,6,1,1,3,1,1,1,1,1,1,1,1,1,3,2,2,1,84
OG0006989,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,2,1,1,1,2,1,1,1,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,6,1,1,1,1,4,1,1,2,84
OG0006990,1,1,1,1,4,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,4,1,1,5,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,3,1,1,1,4,1,1,1,84
OG0006994,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,4,1,2,1,1,2,1,2,1,1,9,1,0,1,84
OG0006996,1,3,2,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,5,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,2,84
OG0007002,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,5,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,0,1,1,4,1,1,3,84
OG0007005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,2,1,2,1,3,2,3,2,1,1,2,1,1,1,1,1,2,2,1,4,1,1,1,2,1,1,1,1,2,1,4,1,2,1,84
OG0007008,1,2,1,2,2,1,1,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,2,2,1,2,1,1,1,3,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,8,2,1,1,84
OG0007009,1,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,3,1,2,1,1,3,2,1,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,84
OG0007021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,2,7,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,1,0,1,1,8,2,1,1,84
OG0007022,2,2,6,1,1,1,1,2,2,2,1,1,1,1,1,1,6,1,1,1,1,1,1,3,2,1,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,84
OG0007031,1,4,6,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,3,1,1,1,0,1,1,1,4,1,1,1,84
OG0007038,1,3,3,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,4,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,3,2,3,1,84
OG0007039,1,2,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,1,2,1,1,1,4,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,7,1,2,1,84
OG0007043,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,7,2,1,1,2,2,1,2,1,1,1,3,1,1,84
OG0007046,2,2,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,4,1,1,1,2,1,1,1,9,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,84
OG0007053,1,1,1,2,1,2,1,1,1,2,1,1,1,1,8,1,1,1,1,1,2,1,1,3,2,1,2,2,1,2,1,1,1,0,1,1,1,1,1,1,1,5,2,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,84
OG0007062,1,1,1,1,1,1,1,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,4,1,0,3,1,2,2,1,1,1,1,3,1,3,1,1,3,84
OG0007074,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,3,1,1,1,1,1,3,1,1,5,1,1,4,1,1,2,1,1,2,1,1,1,1,3,1,3,1,1,2,84
OG0007076,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,4,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,2,1,1,8,1,2,1,84
OG0007082,1,3,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,2,1,4,2,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,84
OG0007084,1,1,1,2,1,2,1,1,9,3,1,1,1,1,1,1,2,1,2,1,1,2,1,4,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,84
OG0007085,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,10,3,0,3,4,0,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,3,2,1,1,1,2,1,1,1,2,1,1,1,1,84
OG0007086,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,1,2,1,5,3,1,1,3,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,4,1,2,1,84
OG0007087,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,8,2,1,1,0,1,1,1,1,1,2,1,1,3,1,1,1,3,4,1,0,1,1,1,2,1,1,1,1,3,1,3,1,1,2,84
OG0007096,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,2,1,3,2,2,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,4,1,1,1,83
OG0007100,2,2,3,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,83
OG0007112,3,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1,1,1,2,1,1,1,1,5,1,1,2,83
OG0007114,2,1,1,1,5,1,1,1,3,1,1,2,1,1,1,1,1,1,1,3,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,4,1,1,1,1,1,4,1,1,1,83
OG0007116,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,3,3,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,5,1,1,7,83
OG0007122,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,2,1,2,1,2,2,1,1,1,1,1,3,1,1,2,1,1,4,1,0,1,1,2,2,1,1,1,1,2,1,6,1,1,2,83
OG0007126,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,5,2,1,2,1,1,4,1,1,2,1,2,1,1,1,1,1,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,83
