,Acoerulea,Aduranensis,Aipaensis,Alyrata,Aofficinalis,Athaliana,Atrichopoda,Bdistachyon,Boleracea,Brapa,Bvulgaris,Cannuum,Cclementina,Clanatus,Cmelo,Cpapaya,Crubella,Csativus,Cviolacea,Egrandis,Eguineensis,Esalsugineum,Fvesca,Fxananassa,Gmax,Graimondii,Gsoja,Ljaponicus,Macuminata,Mdomestica,Mesculenta,Mguttatus,Mtruncatula,Nattenuata,Nnucifera,Osativa,Othomaeum,Paxillaris,Phallii,Ppersica,Ptrichocarpa,Pvirgatum,Pvulgaris,Pxbretschneideri,Rchinensis,Roccidentalis,Sbicolor,Sitalica,Slycopersicum,Smelongena,Spolyrhiza,Stuberosum,Sviridis,Tcacao,Vcorymbosum,Vvinifera,Zjujuba,Zmays,Total
OG0009046,1,0,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,8,1,1,1,2,0,1,1,1,74
OG0009047,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,3,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,4,3,1,2,74
OG0009048,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,2,1,1,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,3,74
OG0009049,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,74
OG0009050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,3,2,1,1,2,0,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,74
OG0009051,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,4,74
OG0009052,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,74
OG0009053,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1,3,1,1,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,74
OG0009054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,3,1,1,2,1,1,0,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,74
OG0009055,1,1,2,1,1,1,1,1,3,2,1,0,1,1,1,1,1,1,1,1,2,1,1,4,2,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,74
OG0009056,1,1,1,1,1,1,1,1,2,4,1,2,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,74
OG0009057,1,1,1,1,1,1,1,0,1,1,0,3,1,1,1,1,1,1,1,1,3,1,1,4,2,3,1,1,1,8,2,1,1,0,1,1,0,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,74
OG0009058,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,1,1,1,1,1,6,1,1,1,74
OG0009060,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,3,1,1,1,1,1,1,0,3,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,74
OG0009061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1,74
OG0009062,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,2,0,1,1,1,2,1,1,74
OG0009063,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,4,1,2,1,1,0,1,1,0,1,1,1,74
OG0009068,0,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,4,1,1,1,74
OG0009071,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,5,1,1,1,1,1,2,1,1,1,1,3,1,4,1,1,1,74
OG0009072,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,10,2,1,74
OG0009076,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,4,0,1,2,73
OG0009077,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009078,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,1,2,1,1,1,1,5,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,3,2,1,0,2,1,1,1,1,2,1,1,1,1,2,2,1,1,73
OG0009080,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,0,1,1,1,4,1,2,1,73
OG0009081,8,2,2,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,0,1,1,1,1,1,1,1,1,3,1,1,1,73
OG0009082,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009083,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,3,2,0,1,1,1,1,1,2,1,1,1,1,1,1,73
OG0009084,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,0,1,1,1,4,3,1,1,73
OG0009085,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,0,1,1,4,1,1,1,73
OG0009086,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,1,2,1,1,2,3,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,73
OG0009088,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009089,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009090,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,73
OG0009091,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,5,2,1,1,73
OG0009092,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,0,1,1,1,1,2,1,1,1,1,1,3,1,1,1,73
OG0009094,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,0,1,73
OG0009095,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,4,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,73
OG0009096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,4,2,1,1,1,1,1,1,1,1,3,1,1,1,73
OG0009097,1,3,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,3,2,1,1,3,0,1,2,1,1,1,1,2,0,1,1,3,1,73
OG0009098,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,73
OG0009100,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009101,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1,1,1,1,1,1,4,1,2,1,73
OG0009102,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,3,1,1,1,0,1,1,1,4,1,1,1,73
OG0009103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,3,2,2,0,1,1,1,1,1,1,2,1,0,2,2,1,1,2,2,1,2,1,1,3,1,1,1,73
OG0009105,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,2,1,1,1,1,2,3,1,0,1,1,4,1,1,2,73
OG0009106,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,73
OG0009107,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,0,1,1,3,1,1,1,73
OG0009108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,3,1,2,5,73
OG0009109,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,73
OG0009110,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,2,1,4,1,1,1,73
OG0009111,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,2,5,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,73
OG0009112,1,1,1,1,0,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,73
OG0009113,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,4,3,1,2,2,1,1,1,1,2,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0,1,2,4,1,1,1,73
OG0009114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,73
OG0009115,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,2,1,4,1,4,1,73
OG0009116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,2,2,1,3,1,2,4,1,2,2,1,0,2,0,1,1,1,2,1,1,1,1,0,73
OG0009118,1,1,1,1,1,1,1,0,1,1,2,1,1,1,2,1,1,1,1,1,1,0,0,3,1,1,1,1,1,2,1,3,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,0,1,2,2,5,1,1,3,73
OG0009119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009120,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,3,2,1,2,1,1,3,2,2,2,2,1,1,1,2,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,73
OG0009122,1,1,1,1,2,1,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009123,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,1,5,1,2,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,0,1,1,4,1,1,1,73
OG0009124,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,3,1,1,1,1,1,1,1,3,2,1,2,1,3,1,1,2,2,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,2,2,1,1,2,1,1,3,73
OG0009125,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,4,1,0,1,73
OG0009126,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,73
OG0009127,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,73
OG0009128,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,4,2,1,1,73
OG0009129,1,0,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,0,1,3,2,73
OG0009130,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,1,2,2,1,1,1,1,2,1,4,1,1,2,73
OG0009131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,73
OG0009132,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,2,1,2,1,3,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,73
OG0009133,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,4,1,2,1,73
OG0009134,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,73
OG0009135,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,0,1,1,4,1,1,1,73
OG0009136,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,2,1,1,4,2,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,73
OG0009137,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,2,2,1,0,1,1,1,1,1,7,1,1,1,1,4,1,1,1,73
OG0009138,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,3,1,3,1,2,2,73
OG0009139,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,0,1,1,1,1,3,1,2,1,73
OG0009140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,73
OG0009141,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,7,1,2,1,1,0,1,1,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,0,1,1,3,1,1,1,73
OG0009142,1,1,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,5,0,1,2,2,1,1,1,1,2,1,1,1,2,1,0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,2,73
OG0009143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,0,1,1,3,1,1,1,73
OG0009144,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,0,1,1,1,4,1,1,1,73
OG0009145,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,2,1,0,1,2,1,1,1,5,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,2,73
OG0009146,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,73
OG0009147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,4,1,1,1,73
OG0009149,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,3,1,2,1,73
OG0009150,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,73
OG0009152,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,2,1,0,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,73
OG0009153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,6,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,4,1,1,2,73
OG0009154,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,7,3,1,2,1,1,3,1,1,1,1,2,1,0,1,1,1,1,2,1,2,2,1,1,1,0,0,1,1,1,1,4,1,1,1,73
OG0009156,1,2,4,1,1,1,1,1,3,2,1,1,1,1,1,0,1,2,1,1,1,1,1,4,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,73
OG0009157,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,5,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,73
OG0009158,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,6,2,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,2,1,73
OG0009159,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2,2,1,1,2,0,1,1,4,1,1,1,73
OG0009160,1,2,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,73
OG0009161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,73
OG0009162,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,4,1,1,1,73
OG0009163,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,3,1,1,1,1,0,4,1,3,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,2,1,0,1,1,1,1,1,1,1,1,3,1,3,1,73
OG0009164,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,0,1,1,4,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009165,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,1,1,4,1,1,1,73
OG0009166,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,2,1,1,1,2,1,1,1,4,2,1,2,1,1,3,1,1,1,1,1,1,1,2,0,1,1,2,1,3,1,1,1,1,1,1,2,0,1,1,4,1,1,1,73
OG0009167,1,1,1,1,1,1,0,2,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,0,1,2,1,1,0,1,2,1,4,1,1,1,73
OG0009168,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,1,73
OG0009169,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,73
OG0009170,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,2,1,2,1,73
OG0009172,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,0,1,1,1,1,3,1,1,1,73
OG0009173,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,0,2,1,1,4,1,1,0,73
OG0009175,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,2,4,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,2,1,1,0,1,2,1,73
