Orthogroup	gbM	teM	Unmethylated	Unclassified	Missing	Total	percent_gbM	percent_teM	percent_Unmethylated	percent_Unclassified	percent_Missing	cluster
N0.HOG0014740	4	3	16	22	2	47	0.0851063829787234	0.0638297872340425	0.340425531914894	0.468085106382979	0.0425531914893617	1
N0.HOG0014741	37	2	7	4	1	51	0.725490196078431	0.0392156862745098	0.137254901960784	0.0784313725490196	0.0196078431372549	2
N0.HOG0014742	21	2	9	15	3	50	0.42	0.04	0.18	0.3	0.06	1
N0.HOG0014743	1	1	25	19	2	48	0.0208333333333333	0.0208333333333333	0.520833333333333	0.395833333333333	0.0416666666666667	1
N0.HOG0014744	27	1	8	14	1	51	0.529411764705882	0.0196078431372549	0.156862745098039	0.274509803921569	0.0196078431372549	2
N0.HOG0014745	2	4	14	28	1	49	0.0408163265306122	0.0816326530612245	0.285714285714286	0.571428571428571	0.0204081632653061	1
N0.HOG0014746	7	1	14	26	1	49	0.142857142857143	0.0204081632653061	0.285714285714286	0.530612244897959	0.0204081632653061	1
N0.HOG0014750	17	2	21	5	1	46	0.369565217391304	0.0434782608695652	0.456521739130435	0.108695652173913	0.0217391304347826	1
N0.HOG0014752	21	1	11	15	3	51	0.411764705882353	0.0196078431372549	0.215686274509804	0.294117647058824	0.0588235294117647	1
N0.HOG0014753	11	3	15	19	2	50	0.22	0.06	0.3	0.38	0.04	1
N0.HOG0014754	17	0	5	22	5	49	0.346938775510204	0	0.102040816326531	0.448979591836735	0.102040816326531	1
N0.HOG0014755	18	3	12	14	4	51	0.352941176470588	0.0588235294117647	0.235294117647059	0.274509803921569	0.0784313725490196	1
N0.HOG0014758	14	0	12	22	2	50	0.28	0	0.24	0.44	0.04	1
N0.HOG0014759	8	2	11	26	2	49	0.163265306122449	0.0408163265306122	0.224489795918367	0.530612244897959	0.0408163265306122	1
N0.HOG0014760	18	4	12	14	4	52	0.346153846153846	0.0769230769230769	0.230769230769231	0.269230769230769	0.0769230769230769	1
N0.HOG0014761	29	0	8	12	2	51	0.568627450980392	0	0.156862745098039	0.235294117647059	0.0392156862745098	2
N0.HOG0014762	7	1	14	26	3	51	0.137254901960784	0.0196078431372549	0.274509803921569	0.509803921568627	0.0588235294117647	1
N0.HOG0014763	3	5	30	10	3	51	0.0588235294117647	0.0980392156862745	0.588235294117647	0.196078431372549	0.0588235294117647	3
N0.HOG0014764	5	1	15	29	6	56	0.0892857142857143	0.0178571428571429	0.267857142857143	0.517857142857143	0.107142857142857	1
N0.HOG0014765	4	0	17	24	3	48	0.0833333333333333	0	0.354166666666667	0.5	0.0625	1
N0.HOG0014766	6	2	28	8	3	47	0.127659574468085	0.0425531914893617	0.595744680851064	0.170212765957447	0.0638297872340425	3
N0.HOG0014767	35	1	4	7	1	48	0.729166666666667	0.0208333333333333	0.0833333333333333	0.145833333333333	0.0208333333333333	2
N0.HOG0014768	1	0	28	16	3	48	0.0208333333333333	0	0.583333333333333	0.333333333333333	0.0625	1
N0.HOG0014769	3	2	27	10	3	45	0.0666666666666667	0.0444444444444444	0.6	0.222222222222222	0.0666666666666667	3
N0.HOG0014770	0	4	34	2	6	46	0	0.0869565217391304	0.739130434782609	0.0434782608695652	0.130434782608696	3
N0.HOG0014771	24	1	17	14	1	57	0.421052631578947	0.0175438596491228	0.298245614035088	0.245614035087719	0.0175438596491228	1
N0.HOG0014772	9	1	4	32	2	48	0.1875	0.0208333333333333	0.0833333333333333	0.666666666666667	0.0416666666666667	1
N0.HOG0014773	21	1	12	12	2	48	0.4375	0.0208333333333333	0.25	0.25	0.0416666666666667	1
N0.HOG0014774	22	4	17	7	2	52	0.423076923076923	0.0769230769230769	0.326923076923077	0.134615384615385	0.0384615384615385	1
N0.HOG0014775	18	1	8	19	4	50	0.36	0.02	0.16	0.38	0.08	1
N0.HOG0014776	13	1	23	7	1	45	0.288888888888889	0.0222222222222222	0.511111111111111	0.155555555555556	0.0222222222222222	1
N0.HOG0014777	31	2	6	11	0	50	0.62	0.04	0.12	0.22	0	2
N0.HOG0014778	14	3	13	18	3	51	0.274509803921569	0.0588235294117647	0.254901960784314	0.352941176470588	0.0588235294117647	1
N0.HOG0014779	9	0	27	8	4	48	0.1875	0	0.5625	0.166666666666667	0.0833333333333333	3
N0.HOG0014780	10	1	25	10	2	48	0.208333333333333	0.0208333333333333	0.520833333333333	0.208333333333333	0.0416666666666667	1
N0.HOG0014784	36	2	4	5	0	47	0.765957446808511	0.0425531914893617	0.0851063829787234	0.106382978723404	0	2
N0.HOG0014786	37	1	7	3	3	51	0.725490196078431	0.0196078431372549	0.137254901960784	0.0588235294117647	0.0588235294117647	2
N0.HOG0014787	16	4	8	23	6	57	0.280701754385965	0.0701754385964912	0.140350877192982	0.403508771929825	0.105263157894737	1
N0.HOG0014788	23	0	7	19	0	49	0.469387755102041	0	0.142857142857143	0.387755102040816	0	1
N0.HOG0014789	38	1	4	8	1	52	0.730769230769231	0.0192307692307692	0.0769230769230769	0.153846153846154	0.0192307692307692	2
N0.HOG0014790	30	2	6	12	3	53	0.566037735849057	0.0377358490566038	0.113207547169811	0.226415094339623	0.0566037735849057	2
N0.HOG0014791	31	1	6	10	2	50	0.62	0.02	0.12	0.2	0.04	2
N0.HOG0014793	1	2	15	29	2	49	0.0204081632653061	0.0408163265306122	0.306122448979592	0.591836734693878	0.0408163265306122	1
N0.HOG0014794	36	3	3	7	1	50	0.72	0.06	0.06	0.14	0.02	2
N0.HOG0014795	13	4	24	16	1	58	0.224137931034483	0.0689655172413793	0.413793103448276	0.275862068965517	0.0172413793103448	1
N0.HOG0014796	20	0	21	5	5	51	0.392156862745098	0	0.411764705882353	0.0980392156862745	0.0980392156862745	1
N0.HOG0014797	16	1	9	21	3	50	0.32	0.02	0.18	0.42	0.06	1
N0.HOG0014798	38	0	5	5	2	50	0.76	0	0.1	0.1	0.04	2
N0.HOG0014799	9	1	15	24	2	51	0.176470588235294	0.0196078431372549	0.294117647058824	0.470588235294118	0.0392156862745098	1
N0.HOG0014800	29	2	4	10	3	48	0.604166666666667	0.0416666666666667	0.0833333333333333	0.208333333333333	0.0625	1
N0.HOG0014801	5	2	19	28	2	56	0.0892857142857143	0.0357142857142857	0.339285714285714	0.5	0.0357142857142857	1
N0.HOG0014806	9	0	19	16	3	47	0.191489361702128	0	0.404255319148936	0.340425531914894	0.0638297872340425	1
N0.HOG0014807	20	1	16	7	3	47	0.425531914893617	0.0212765957446809	0.340425531914894	0.148936170212766	0.0638297872340425	1
N0.HOG0014808	36	4	4	4	2	50	0.72	0.08	0.08	0.08	0.04	2
N0.HOG0014809	0	1	41	2	2	46	0	0.0217391304347826	0.891304347826087	0.0434782608695652	0.0434782608695652	3
N0.HOG0014810	1	1	24	16	3	45	0.0222222222222222	0.0222222222222222	0.533333333333333	0.355555555555556	0.0666666666666667	1
N0.HOG0014812	28	1	6	7	2	44	0.636363636363636	0.0227272727272727	0.136363636363636	0.159090909090909	0.0454545454545455	2
N0.HOG0014813	31	1	9	9	2	52	0.596153846153846	0.0192307692307692	0.173076923076923	0.173076923076923	0.0384615384615385	2
N0.HOG0014814	8	3	15	24	1	51	0.156862745098039	0.0588235294117647	0.294117647058824	0.470588235294118	0.0196078431372549	1
N0.HOG0014815	4	0	34	6	2	46	0.0869565217391304	0	0.739130434782609	0.130434782608696	0.0434782608695652	3
N0.HOG0014816	8	1	22	20	0	51	0.156862745098039	0.0196078431372549	0.431372549019608	0.392156862745098	0	1
N0.HOG0014817	26	1	9	13	0	49	0.530612244897959	0.0204081632653061	0.183673469387755	0.26530612244898	0	1
N0.HOG0014818	24	2	16	11	0	53	0.452830188679245	0.0377358490566038	0.30188679245283	0.207547169811321	0	1
N0.HOG0014819	32	1	5	11	1	50	0.64	0.02	0.1	0.22	0.02	1
N0.HOG0014820	1	7	33	6	1	48	0.0208333333333333	0.145833333333333	0.6875	0.125	0.0208333333333333	3
N0.HOG0014821	29	1	5	11	2	48	0.604166666666667	0.0208333333333333	0.104166666666667	0.229166666666667	0.0416666666666667	1
N0.HOG0014822	31	3	4	10	1	49	0.63265306122449	0.0612244897959184	0.0816326530612245	0.204081632653061	0.0204081632653061	2
N0.HOG0014823	8	2	14	25	2	51	0.156862745098039	0.0392156862745098	0.274509803921569	0.490196078431373	0.0392156862745098	1
