,tau,Feature
AT1G49120,0.783107391350018,AT1G49120
AT1G49130,0.445102872591302,AT1G49130
AT1G49140,0.146142539978169,AT1G49140
AT1G49150,1,AT1G49150
AT1G49160,0.45982830197346,AT1G49160
AT1G49170,0.206078205481889,AT1G49170
AT1G49180,0.192683194149112,AT1G49180
AT1G49190,0.833780980599889,AT1G49190
AT1G49200,0.487718791931819,AT1G49200
AT1G49205,0.910193821637647,AT1G49205
AT1G49210,0.467336081226558,AT1G49210
AT1G49220,0.691119981996852,AT1G49220
AT1G49225,0.683997841167621,AT1G49225
AT1G49230,0.573754573287896,AT1G49230
AT1G49240,0.183300956360829,AT1G49240
AT1G49245,0.205171339829465,AT1G49245
AT1G49250,0.737777248675271,AT1G49250
AT1G49260,0.969935641564259,AT1G49260
AT1G49270,0.809925630868345,AT1G49270
AT1G49290,0.837359491031357,AT1G49290
AT1G49300,0.1364733290667,AT1G49300
AT1G49310,0.556735948286729,AT1G49310
AT1G49320,0.602659070336095,AT1G49320
AT1G49330,0.809667835862081,AT1G49330
AT1G49340,0.264234432016546,AT1G49340
AT1G49350,0.178732641209516,AT1G49350
AT1G49360,0.147820913442035,AT1G49360
AT1G49380,0.216696017511344,AT1G49380
AT1G49390,0.784541506417968,AT1G49390
AT1G49400,0.200724362219776,AT1G49400
AT1G49405,0.505593353729541,AT1G49405
AT1G49410,0.19944290504591,AT1G49410
AT1G49420,0.930895816982924,AT1G49420
AT1G49430,0.255851053884996,AT1G49430
AT1G49435,0.926093276091732,AT1G49435
AT1G49450,0.331850542688625,AT1G49450
AT1G49470,0.544306758999687,AT1G49470
AT1G49475,0.578874875202279,AT1G49475
AT1G49480,0.0803307510973653,AT1G49480
AT1G49490,0.57691053192463,AT1G49490
AT1G49500,0.441478375073986,AT1G49500
AT1G49510,0.158555418917004,AT1G49510
AT1G49520,0.206363698985503,AT1G49520
AT1G49530,0.34563666101972,AT1G49530
AT1G49540,0.138399225725652,AT1G49540
AT1G49560,0.241658401511567,AT1G49560
AT1G49570,0.89752988888337,AT1G49570
AT1G49580,0.247664199092838,AT1G49580
AT1G49590,0.139535751378296,AT1G49590
AT1G49600,0.215009979784407,AT1G49600
AT1G49610,0.646419648745787,AT1G49610
AT1G49620,0.348940044655876,AT1G49620
AT1G49630,0.167639341134272,AT1G49630
AT1G49640,0.705066844493139,AT1G49640
AT1G49650,0.288041701618953,AT1G49650
AT1G49660,0.223594291197218,AT1G49660
AT1G49670,0.166293393928563,AT1G49670
AT1G49680,0.977224010630018,AT1G49680
AT1G49700,0.483348728386803,AT1G49700
AT1G49710,0.19881511727579,AT1G49710
AT1G49715,0.854464990848954,AT1G49715
AT1G49720,0.33332895045394,AT1G49720
AT1G49730,0.185327501795074,AT1G49730
AT1G49740,0.270982795873042,AT1G49740
AT1G49750,0.292628530807307,AT1G49750
AT1G49760,0.12934894388814,AT1G49760
AT1G49770,0.826803779756252,AT1G49770
AT1G49780,0.185737951347598,AT1G49780
AT1G49790,0.556648262690065,AT1G49790
AT1G49800,0.812152992760025,AT1G49800
AT1G49810,0.82739943656311,AT1G49810
AT1G49820,0.132764261818741,AT1G49820
AT1G49830,0.68426589946095,AT1G49830
AT1G49840,0.24493357966762,AT1G49840
AT1G49850,0.228072914484508,AT1G49850
AT1G49860,0.834327443210902,AT1G49860
AT1G49870,0.321214576198803,AT1G49870
AT1G49880,0.179374141216729,AT1G49880
AT1G49890,0.194066840192158,AT1G49890
AT1G49900,0.713214324506125,AT1G49900
AT1G49910,0.364338905015405,AT1G49910
AT1G49920,0.532980599716389,AT1G49920
AT1G49930,0.926798359770834,AT1G49930
AT1G49940,0.325647996194311,AT1G49940
AT1G49950,0.173763264493448,AT1G49950
AT1G49960,0.695430825646594,AT1G49960
AT1G49970,0.127353970223248,AT1G49970
AT1G49975,0.263104632323886,AT1G49975
AT1G49980,0.139677086432116,AT1G49980
AT1G49990,0.270204366759855,AT1G49990
AT1G50000,0.22957010819309,AT1G50000
AT1G50010,0.260180982875867,AT1G50010
AT1G50020,0.252994196499482,AT1G50020
AT1G50030,0.115124866222075,AT1G50030
AT1G50040,0.387572490863619,AT1G50040
AT1G50050,0.911745706224182,AT1G50050
AT1G50060,0.899257028718377,AT1G50060
AT1G50080,0.944733880172075,AT1G50080
AT1G50090,0.916918385046461,AT1G50090
AT1G50110,0.31123644246641,AT1G50110
AT1G50120,0.0787004662787314,AT1G50120
AT1G50140,0.131948221536226,AT1G50140
AT1G50160,0.974615602976259,AT1G50160
AT1G50170,0.128004737530337,AT1G50170
AT1G50180,0.421555709994983,AT1G50180
AT1G50190,0.714846531774566,AT1G50190
AT1G50200,0.111159386855839,AT1G50200
AT1G50220,0.961727491536947,AT1G50220
AT1G50240,0.283742301731346,AT1G50240
AT1G50250,0.250899321291567,AT1G50250
AT1G50260,0.263716200790302,AT1G50260
AT1G50270,0.153001470959016,AT1G50270
AT1G50280,0.45557570270316,AT1G50280
AT1G50290,0.5701344173141,AT1G50290
AT1G50300,0.157010047671625,AT1G50300
AT1G50310,0.731218525696886,AT1G50310
AT1G50320,0.197147549573354,AT1G50320
AT1G50325,0.825477383555053,AT1G50325
AT1G50340,0.910622318141075,AT1G50340
AT1G50350,0.804213049842779,AT1G50350
AT1G50360,0.189890518277694,AT1G50360
AT1G50370,0.101835120542699,AT1G50370
AT1G50380,0.224031246199467,AT1G50380
AT1G50390,0.763291969890635,AT1G50390
AT1G50400,0.561271580609932,AT1G50400
AT1G50410,0.0919797387099099,AT1G50410
AT1G50420,0.222882191836229,AT1G50420
AT1G50430,0.135274120026664,AT1G50430
AT1G50440,0.133750290393646,AT1G50440
AT1G50450,0.213734828210268,AT1G50450
AT1G50460,0.163301459795372,AT1G50460
AT1G50470,0.950243948609496,AT1G50470
AT1G50480,0.132989824955844,AT1G50480
AT1G50490,0.253745956713893,AT1G50490
AT1G50500,0.0975343929295106,AT1G50500
AT1G50510,0.096114670897561,AT1G50510
AT1G50520,0.46205902669132,AT1G50520
AT1G50530,0.949709425800662,AT1G50530
AT1G50560,0.65039389825448,AT1G50560
AT1G50570,0.133025804684534,AT1G50570
AT1G50575,0.183011898370401,AT1G50575
AT1G50580,0.810412263668145,AT1G50580
AT1G50590,0.405384741566175,AT1G50590
AT1G50600,0.194770335718174,AT1G50600
AT1G50610,0.836793271577031,AT1G50610
AT1G50620,0.132098392477633,AT1G50620
AT1G50630,0.266570072313746,AT1G50630
AT1G50640,0.262413576076307,AT1G50640
AT1G50650,0.861602567683564,AT1G50650
AT1G50660,0.100641971619389,AT1G50660
AT1G50670,0.259098870774338,AT1G50670
AT1G50680,0.931319357904704,AT1G50680
AT1G50690,0.878488784303289,AT1G50690
AT1G50700,0.164101501970552,AT1G50700
AT1G50710,0.101735782944625,AT1G50710
AT1G50720,0.959669242091983,AT1G50720
AT1G50730,0.0791338626478558,AT1G50730
AT1G50732,0.403059839232137,AT1G50732
AT1G50740,0.239591835965289,AT1G50740
AT1G50745,0.426803237439792,AT1G50745
AT1G50750,0.452227731444806,AT1G50750
AT1G50760,0.749383710663468,AT1G50760
AT1G50770,0.648541511180103,AT1G50770
AT1G50780,0.70597794622721,AT1G50780
AT1G50790,0.287598668541278,AT1G50790
AT1G50820,0.775598487409038,AT1G50820
AT1G50830,0.511138304055812,AT1G50830
AT1G50840,0.125555814910981,AT1G50840
AT1G50870,0.964944980296967,AT1G50870
AT1G50880,0.931065872552256,AT1G50880
AT1G50890,0.247520081733933,AT1G50890
AT1G50900,0.216417387549178,AT1G50900
AT1G50910,0.240009187582581,AT1G50910
AT1G50920,0.140568923411241,AT1G50920
AT1G50930,0.906252582201028,AT1G50930
AT1G50940,0.145107579021932,AT1G50940
AT1G50950,0.171993634732442,AT1G50950
AT1G50960,0.818651281512157,AT1G50960
AT1G50970,0.155139580541447,AT1G50970
AT1G50980,0.869814871139109,AT1G50980
AT1G50990,0.853401889648172,AT1G50990
AT1G51000,0.855031461050009,AT1G51000
AT1G51010,0.85145264334133,AT1G51010
AT1G51020,0.83681891203943,AT1G51020
AT1G51030,0.821275560142536,AT1G51030
AT1G51035,0.748056200938601,AT1G51035
AT1G51040,0.78119446604145,AT1G51040
AT1G51055,0.569905665978815,AT1G51055
AT1G51060,0.226960491305862,AT1G51060
AT1G51070,0.167860499778914,AT1G51070
AT1G51080,0.265716637450836,AT1G51080
AT1G51090,0.560581711548149,AT1G51090
AT1G51100,0.24980838494969,AT1G51100
AT1G51110,0.242460486537904,AT1G51110
AT1G51120,0.876099836190101,AT1G51120
AT1G51130,0.288594954553149,AT1G51130
AT1G51140,0.187310653193485,AT1G51140
AT1G51150,0.908752097321137,AT1G51150
AT1G51160,0.101419479004006,AT1G51160
AT1G51170,0.230620461862487,AT1G51170
AT1G51172,0.912011245212782,AT1G51172
AT1G51190,0.7882861227518,AT1G51190
AT1G51200,0.233848115593992,AT1G51200
AT1G51210,0.858608767922438,AT1G51210
AT1G51220,0.75742124955773,AT1G51220
AT1G51230,0.909758653916842,AT1G51230
AT1G51240,0.807656782093311,AT1G51240
AT1G51250,0.807478431177131,AT1G51250
AT1G51260,0.859227513049582,AT1G51260
AT1G51270,0.529955352325337,AT1G51270
AT1G51290,0.879779482141791,AT1G51290
AT1G51300,0.793585751564297,AT1G51300
AT1G51310,0.218020275925796,AT1G51310
AT1G51320,0.859270234948959,AT1G51320
AT1G51330,0.757628767978555,AT1G51330
AT1G51340,0.34447743587644,AT1G51340
AT1G51350,0.318052004219047,AT1G51350
AT1G51355,0.368206155362913,AT1G51355
AT1G51360,0.213443422609167,AT1G51360
AT1G51370,0.312602121557002,AT1G51370
AT1G51380,0.408002392066953,AT1G51380
AT1G51390,0.131057605851562,AT1G51390
AT1G51400,0.312587604768007,AT1G51400
AT1G51402,0.324272049464249,AT1G51402
AT1G51405,0.343714201316477,AT1G51405
AT1G51410,0.831263524370696,AT1G51410
AT1G51420,0.764737690469402,AT1G51420
AT1G51430,0.194345697497892,AT1G51430
AT1G51440,0.361825241740192,AT1G51440
AT1G51450,0.139785723682279,AT1G51450
AT1G51460,0.450107839997736,AT1G51460
AT1G51470,0.931543141936277,AT1G51470
AT1G51480,0.88472318468389,AT1G51480
AT1G51490,0.875350925811273,AT1G51490
AT1G51500,0.176979805280941,AT1G51500
AT1G51510,0.150152169933602,AT1G51510
AT1G51520,0.224739780499368,AT1G51520
AT1G51530,0.593825081357831,AT1G51530
AT1G51538,0.503508466156583,AT1G51538
AT1G51540,0.147732097780888,AT1G51540
AT1G51550,0.196142076089104,AT1G51550
AT1G51560,0.0850728909815894,AT1G51560
AT1G51570,0.0988881651732679,AT1G51570
AT1G51580,0.104812466596918,AT1G51580
AT1G51590,0.101214061640793,AT1G51590
AT1G51600,0.204965772788138,AT1G51600
AT1G51610,0.287914125151841,AT1G51610
AT1G51620,0.550997708618664,AT1G51620
AT1G51630,0.107973315523014,AT1G51630
AT1G51640,0.31821876412057,AT1G51640
AT1G51650,0.136461947032497,AT1G51650
AT1G51660,0.1604423760452,AT1G51660
AT1G51670,0.515765653120641,AT1G51670
AT1G51680,0.198878401858048,AT1G51680
AT1G51690,0.0970553294094191,AT1G51690
AT1G51700,0.282046634475849,AT1G51700
AT1G51710,0.142677730444663,AT1G51710
AT1G51720,0.156070145954707,AT1G51720
AT1G51730,0.119110197031372,AT1G51730
AT1G51740,0.311770966756644,AT1G51740
AT1G51745,0.118205250636421,AT1G51745
AT1G51760,0.319546638814865,AT1G51760
AT1G51770,0.61982901762518,AT1G51770
AT1G51780,0.877219856977792,AT1G51780
AT1G51790,0.672801333005752,AT1G51790
AT1G51800,0.619919952484076,AT1G51800
AT1G51805,0.383320780179872,AT1G51805
AT1G51810,0.907755537897722,AT1G51810
AT1G51820,0.728545126306056,AT1G51820
AT1G51823,0.972416414663576,AT1G51823
AT1G51830,0.868373129185128,AT1G51830
AT1G51840,0.932474932725127,AT1G51840
AT1G51850,0.767405346223854,AT1G51850
AT1G51860,0.736460086046529,AT1G51860
AT1G51870,0.915922852807628,AT1G51870
AT1G51880,0.912871255359469,AT1G51880
AT1G51890,0.755444286078597,AT1G51890
AT1G51900,0.883701124673881,AT1G51900
AT1G51910,0.784445619954762,AT1G51910
AT1G51913,0.837929727848302,AT1G51913
AT1G51915,0.94477820197107,AT1G51915
AT1G51920,0.850321429518113,AT1G51920
AT1G51930,0.925144743620063,AT1G51930
AT1G51940,0.214412309827533,AT1G51940
AT1G51950,0.233042962338672,AT1G51950
AT1G51960,0.607185575224523,AT1G51960
AT1G51965,0.111500313466826,AT1G51965
AT1G51970,0.970948261276234,AT1G51970
AT1G51980,0.132518428682367,AT1G51980
AT1G51990,0.888436785051445,AT1G51990
AT1G52000,0.442239357224742,AT1G52000
AT1G52030,0.413076256621068,AT1G52030
AT1G52040,0.327230983633518,AT1G52040
AT1G52050,0.915157176881798,AT1G52050
AT1G52060,0.924434893733505,AT1G52060
AT1G52070,0.892544391519898,AT1G52070
AT1G52080,0.351928569098801,AT1G52080
AT1G52100,0.861352790689747,AT1G52100
AT1G52110,0.820966012016818,AT1G52110
AT1G52120,0.857757321440053,AT1G52120
AT1G52130,0.934770681246317,AT1G52130
AT1G52140,0.248034603440525,AT1G52140
AT1G52150,0.265776915250846,AT1G52150
AT1G52155,0.396036392710695,AT1G52155
AT1G52160,0.148964534953544,AT1G52160
AT1G52180,0.983466710094824,AT1G52180
AT1G52190,0.33739492533431,AT1G52190
AT1G52191,0.899159721601028,AT1G52191
AT1G52200,0.587679645530671,AT1G52200
AT1G52220,0.217497252603022,AT1G52220
AT1G52230,0.233955223313618,AT1G52230
AT1G52240,0.697928417801389,AT1G52240
AT1G52245,0.358063329462499,AT1G52245
AT1G52260,0.123640486859032,AT1G52260
AT1G52270,0.543992480053202,AT1G52270
AT1G52280,0.27472364291745,AT1G52280
AT1G52290,0.356211177576428,AT1G52290
AT1G52300,0.194534784293982,AT1G52300
AT1G52310,0.112541675124966,AT1G52310
AT1G52315,0.337110314180028,AT1G52315
AT1G52320,0.176117782010156,AT1G52320
AT1G52325,0.913449340560076,AT1G52325
AT1G52330,0.636597653501252,AT1G52330
AT1G52340,0.142274660053892,AT1G52340
AT1G52342,0.552520128454819,AT1G52342
AT1G52343,0.832434203242134,AT1G52343
AT1G52360,0.110959597832291,AT1G52360
AT1G52370,0.118988639490483,AT1G52370
AT1G52380,0.11614094872033,AT1G52380
AT1G52390,0.800456960696196,AT1G52390
AT1G52400,0.317643880199382,AT1G52400
AT1G52410,0.287194349839325,AT1G52410
AT1G52415,0.882173176179321,AT1G52415
AT1G52420,0.105266884609335,AT1G52420
AT1G52430,0.592911943357835,AT1G52430
AT1G52440,0.829605303570512,AT1G52440
AT1G52450,0.312366143408404,AT1G52450
AT1G52460,0.926789084068594,AT1G52460
AT1G52470,0.820941572914095,AT1G52470
AT1G52490,0.882189579584861,AT1G52490
AT1G52495,0.972135480898154,AT1G52495
AT1G52500,0.202298936016889,AT1G52500
AT1G52510,0.252762386143013,AT1G52510
AT1G52520,0.255710732359027,AT1G52520
AT1G52530,0.28874704301681,AT1G52530
AT1G52540,0.150101090505343,AT1G52540
AT1G52550,0.270148384796952,AT1G52550
AT1G52560,0.746507605513528,AT1G52560
AT1G52565,0.431221263713491,AT1G52565
AT1G52570,0.548222224192683,AT1G52570
AT1G52580,0.682460128801774,AT1G52580
AT1G52590,0.216638744021739,AT1G52590
AT1G52600,0.151253319320242,AT1G52600
AT1G52603,0.910150612517763,AT1G52603
AT1G52618,0.281870137345168,AT1G52618
AT1G52620,0.202778836170479,AT1G52620
AT1G52630,0.0976226650359272,AT1G52630
AT1G52640,0.33862120881603,AT1G52640
AT1G52650,0.585711670362308,AT1G52650
AT1G52660,0.858207547245832,AT1G52660
AT1G52670,0.171909883993333,AT1G52670
AT1G52680,0.866724178852606,AT1G52680
AT1G52690,0.694967488189265,AT1G52690
AT1G52695,0.85299784427509,AT1G52695
AT1G52700,0.399638649627229,AT1G52700
AT1G52710,0.311537743016576,AT1G52710
AT1G52720,0.20637793052552,AT1G52720
AT1G52730,0.0649636901730882,AT1G52730
AT1G52740,0.147292764107643,AT1G52740
AT1G52750,0.453469599595424,AT1G52750
AT1G52760,0.187901223882648,AT1G52760
AT1G52770,0.616622077218076,AT1G52770
AT1G52780,0.155401120569157,AT1G52780
AT1G52790,0.543663608559115,AT1G52790
AT1G52800,0.667289133657411,AT1G52800
AT1G52810,0.829221556067913,AT1G52810
AT1G52820,0.448590917067682,AT1G52820
AT1G52825,0.266241062070445,AT1G52825
AT1G52827,0.331723269271573,AT1G52827
AT1G52830,0.697374346421664,AT1G52830
AT1G52857,0.923506684153721,AT1G52857
AT1G52855,0.365177857253758,AT1G52855
AT1G52870,0.364051797072246,AT1G52870
AT1G52880,0.391268210127742,AT1G52880
AT1G52890,0.407314337691043,AT1G52890
AT1G52900,0.911951569455001,AT1G52900
AT1G52905,0.241286026474989,AT1G52905
AT1G52910,0.425391301138288,AT1G52910
AT1G52920,0.605088839465228,AT1G52920
AT1G52930,0.254385488885909,AT1G52930
AT1G52940,0.915295699121429,AT1G52940
AT1G52950,0.701733106043382,AT1G52950
AT1G52970,0.799355849283379,AT1G52970
AT1G52980,0.111513392480935,AT1G52980
AT1G52990,0.633109931610357,AT1G52990
AT1G53000,0.122692081549609,AT1G53000
AT1G53010,0.902469923631255,AT1G53010
AT1G53023,0.912242771194138,AT1G53023
AT1G53025,0.289275701496819,AT1G53025
AT1G53030,0.18364643002802,AT1G53030
AT1G53035,0.418510304741415,AT1G53035
AT1G53040,0.16690580747035,AT1G53040
AT1G53050,0.120041154682912,AT1G53050
AT1G53060,0.526139400753091,AT1G53060
AT1G53070,0.439663257939245,AT1G53070
AT1G53080,0.76296541078732,AT1G53080
AT1G53090,0.250222999822557,AT1G53090
AT1G53100,0.602144140921441,AT1G53100
AT1G53110,0.238616319962509,AT1G53110
AT1G53120,0.122392370021768,AT1G53120
AT1G53130,0.784732982269877,AT1G53130
AT1G53140,0.314226221022467,AT1G53140
AT1G53160,0.36350004140896,AT1G53160
AT1G53163,0.47639593005759,AT1G53163
AT1G53165,0.194902496370192,AT1G53165
AT1G53170,0.217909820003952,AT1G53170
AT1G53180,0.478853431896848,AT1G53180
AT1G53190,0.428446098626939,AT1G53190
AT1G53200,0.213166252667032,AT1G53200
AT1G53210,0.167761048134726,AT1G53210
AT1G53230,0.240128541878298,AT1G53230
AT1G53240,0.114184470919421,AT1G53240
AT1G53250,0.346363812093858,AT1G53250
AT1G53260,0.456536714615224,AT1G53260
AT1G53265,0.988552662544133,AT1G53265
AT1G53270,0.428983884141086,AT1G53270
AT1G53280,0.136367563145753,AT1G53280
AT1G53282,0.855271942418728,AT1G53282
AT1G53285,0.875145714733415,AT1G53285
AT1G53290,0.192628409322175,AT1G53290
AT1G53300,0.144225905332333,AT1G53300
AT1G53310,0.173382700394407,AT1G53310
AT1G53320,0.344408431968218,AT1G53320
AT1G53325,0.981496051774472,AT1G53325
AT1G53330,0.278332664889474,AT1G53330
AT1G53340,0.564219864015575,AT1G53340
AT1G53345,0.284199269656677,AT1G53345
AT1G53350,0.174020912590787,AT1G53350
AT1G53360,0.909945042940253,AT1G53360
AT1G53366,0.931785706973771,AT1G53366
AT1G53370,0.89846888735366,AT1G53370
AT1G53380,0.16756448551782,AT1G53380
AT1G53390,0.136998369755665,AT1G53390
AT1G53400,0.279169173608277,AT1G53400
AT1G53420,0.701289424824942,AT1G53420
AT1G53430,0.297642209390312,AT1G53430
AT1G53440,0.21719653190581,AT1G53440
AT1G53450,0.218259098776575,AT1G53450
AT1G53460,0.195757498620044,AT1G53460
AT1G53470,0.534097486421384,AT1G53470
AT1G53480,0.573771363597049,AT1G53480
AT1G53490,0.265377964407671,AT1G53490
AT1G53500,0.308782696216753,AT1G53500
AT1G53510,0.256675599851359,AT1G53510
AT1G53520,0.295356965569137,AT1G53520
AT1G53530,0.241082323997123,AT1G53530
AT1G53540,0.803498596597462,AT1G53540
AT1G53541,0.44674279810194,AT1G53541
AT1G53542,0.406581211349542,AT1G53542
AT1G53550,0.885318843267976,AT1G53550
AT1G53560,0.36157447760709,AT1G53560
AT1G53570,0.228827995826097,AT1G53570
AT1G53580,0.298948076273654,AT1G53580
AT1G53590,0.154360610993329,AT1G53590
AT1G53600,0.241088705796169,AT1G53600
AT1G53610,0.9401362696021,AT1G53610
AT1G53620,0.893218011361993,AT1G53620
AT1G53625,0.744167959570954,AT1G53625
AT1G53633,0.658215496693687,AT1G53633
AT1G53635,0.949732836403526,AT1G53635
AT1G53640,0.683734613677387,AT1G53640
AT1G53645,0.148947099481193,AT1G53645
AT1G53650,0.157090010873885,AT1G53650
AT1G53655,0.897709645104527,AT1G53655
AT1G53660,0.739843894825945,AT1G53660
AT1G53670,0.230883917865025,AT1G53670
AT1G53680,0.542550739517087,AT1G53680
AT1G53690,0.560263045696077,AT1G53690
AT1G53700,0.481081677418262,AT1G53700
AT1G53705,0.965475318038924,AT1G53705
AT1G53708,0.912359480606281,AT1G53708
AT1G53710,0.109753908450833,AT1G53710
AT1G53720,0.0994086474826445,AT1G53720
AT1G53730,0.229590370467072,AT1G53730
AT1G53750,0.12202964543273,AT1G53750
AT1G53760,0.253067388527792,AT1G53760
AT1G53770,0.14861933308327,AT1G53770
AT1G53780,0.199779231018255,AT1G53780
AT1G53790,0.402242461417471,AT1G53790
AT1G53800,0.176993692935764,AT1G53800
AT1G53815,0.940886029550052,AT1G53815
AT1G53820,0.924050975200622,AT1G53820
AT1G53830,0.715689645649227,AT1G53830
AT1G53840,0.155609066228753,AT1G53840
AT1G53850,0.156812208014266,AT1G53850
AT1G53860,0.505143225952337,AT1G53860
AT1G53870,0.712609173178337,AT1G53870
AT1G53875,1,AT1G53875
AT1G53880,NA,AT1G53880
AT1G53885,1,AT1G53885
AT1G53887,0.426977503046991,AT1G53887
AT1G53890,0.910743273031439,AT1G53890
AT1G53900,1,AT1G53900
AT1G53903,NA,AT1G53903
AT1G53910,0.125756129769853,AT1G53910
AT1G53920,0.399737467680792,AT1G53920
AT1G53930,0.839215669356622,AT1G53930
AT1G53935,0.904357098790445,AT1G53935
AT1G53940,0.926586432074961,AT1G53940
AT1G53945,0.844234933874488,AT1G53945
AT1G53950,0.8113120307584,AT1G53950
AT1G53970,0.950255177359633,AT1G53970
AT1G53980,NA,AT1G53980
AT1G53990,0.89311385363116,AT1G53990
AT1G54000,0.69339385397181,AT1G54000
AT1G54010,0.621377132560135,AT1G54010
AT1G54020,0.512375611503002,AT1G54020
AT1G54030,0.184731987467858,AT1G54030
AT1G54040,0.352014629465031,AT1G54040
AT1G54050,0.535717841807453,AT1G54050
AT1G54060,0.174782169725,AT1G54060
AT1G54070,0.795084237461119,AT1G54070
AT1G54080,0.0775746563146879,AT1G54080
AT1G54090,0.138777650251334,AT1G54090
AT1G54095,0.593291715340646,AT1G54095
AT1G54100,0.231904939255459,AT1G54100
AT1G54110,0.255135283923509,AT1G54110
AT1G54115,0.15285399001419,AT1G54115
AT1G54120,0.407622943380211,AT1G54120
AT1G54130,0.237927422398326,AT1G54130
AT1G54140,0.160020896020936,AT1G54140
AT1G54150,0.152825471765184,AT1G54150
AT1G54160,0.283432178306381,AT1G54160
AT1G54170,0.211771849875491,AT1G54170
AT1G54180,0.22452877761611,AT1G54180
AT1G54200,0.228769284143488,AT1G54200
AT1G54210,0.249161102789604,AT1G54210
AT1G54215,0.727090293599912,AT1G54215
AT1G54217,0.407587887634866,AT1G54217
AT1G54220,0.15245336260958,AT1G54220
AT1G54230,0.943281978728788,AT1G54230
AT1G54240,0.834450651345904,AT1G54240
AT1G54250,0.176134977455618,AT1G54250
AT1G54260,0.2646490817806,AT1G54260
AT1G54270,0.135750030386392,AT1G54270
AT1G54280,0.683361442524199,AT1G54280
AT1G54290,0.365103406264752,AT1G54290
AT1G54300,0.809351748452993,AT1G54300
AT1G54310,0.212261252590252,AT1G54310
AT1G54320,0.231416718124515,AT1G54320
AT1G54330,0.455666610800842,AT1G54330
AT1G54340,0.111034413491505,AT1G54340
AT1G54350,0.169832771846607,AT1G54350
AT1G54360,0.0952755675730686,AT1G54360
AT1G54370,0.0878990973300881,AT1G54370
AT1G54380,0.123189836649643,AT1G54380
AT1G54385,0.35527292420931,AT1G54385
AT1G54390,0.135419056291076,AT1G54390
AT1G54400,0.528871743442031,AT1G54400
AT1G54410,0.132061173070971,AT1G54410
AT1G54420,0.989212056042509,AT1G54420
AT1G54440,0.0757038127479966,AT1G54440
AT1G54445,0.862068906209269,AT1G54445
AT1G54450,0.463654118509422,AT1G54450
AT1G54460,0.25101182585019,AT1G54460
AT1G54470,0.745445865265221,AT1G54470
AT1G54475,0.870768830150111,AT1G54475
AT1G54490,0.078982284648047,AT1G54490
AT1G54500,0.213523767874219,AT1G54500
AT1G54510,0.189469306442132,AT1G54510
AT1G54520,0.158804251685414,AT1G54520
AT1G54530,0.608403847716325,AT1G54530
AT1G54540,0.790624457477447,AT1G54540
AT1G54550,0.927550533389155,AT1G54550
AT1G54560,0.742070996944172,AT1G54560
AT1G54570,0.359956810387445,AT1G54570
AT1G54575,0.494633940827413,AT1G54575
AT1G54580,0.195091798203635,AT1G54580
AT1G54590,0.81772225820005,AT1G54590
AT1G54610,0.0541433231339313,AT1G54610
AT1G54620,0.939653869827706,AT1G54620
AT1G54630,0.17370844845066,AT1G54630
AT1G54640,0.849352134806288,AT1G54640
AT1G54650,0.13261731502046,AT1G54650
AT1G54680,0.28877830685634,AT1G54680
AT1G54690,0.273998076151698,AT1G54690
AT1G54700,0.97146530338398,AT1G54700
AT1G54710,0.284962353074043,AT1G54710
AT1G54720,0.960173364112623,AT1G54720
AT1G54730,0.196352508284628,AT1G54730
AT1G54740,0.473140319542171,AT1G54740
AT1G54760,0.90975262095082,AT1G54760
AT1G54770,0.192160957811691,AT1G54770
AT1G54773,0.330409016217852,AT1G54773
AT1G54775,0.965522959300856,AT1G54775
AT1G54780,0.204853610722249,AT1G54780
AT1G54790,0.419176272959378,AT1G54790
AT1G54820,0.460721024138869,AT1G54820
AT1G54830,0.22652809848084,AT1G54830
AT1G54840,0.390176545130846,AT1G54840
AT1G54850,0.19070987734315,AT1G54850
AT1G54860,0.844299531660675,AT1G54860
AT1G54870,0.813714730670449,AT1G54870
AT1G54890,0.81395446240215,AT1G54890
AT1G54920,0.312011175043028,AT1G54920
AT1G54930,0.593360783692252,AT1G54930
AT1G54940,0.726225927065574,AT1G54940
AT1G54950,0.908369344107665,AT1G54950
AT1G54953,0.959537838398418,AT1G54953
AT1G54957,0.957124195980236,AT1G54957
AT1G54960,0.232626342323671,AT1G54960
AT1G54970,0.891520130684335,AT1G54970
AT1G54980,0.780289939061851,AT1G54980
AT1G54990,0.125508105156585,AT1G54990
AT1G55000,0.280846589188615,AT1G55000
AT1G55010,0.925998038560204,AT1G55010
AT1G55020,0.370202591134481,AT1G55020
AT1G55030,0.86209071310204,AT1G55030
AT1G55040,0.196265791010462,AT1G55040
AT1G55050,0.347357168668687,AT1G55050
AT1G55060,0.879027871014098,AT1G55060
AT1G55070,0.913042677153993,AT1G55070
AT1G55080,0.249260410371704,AT1G55080
AT1G55090,0.171308115192308,AT1G55090
AT1G55110,0.232827506850004,AT1G55110
AT1G55120,0.291043122814095,AT1G55120
AT1G55130,0.118231778877065,AT1G55130
AT1G55140,0.195852827872583,AT1G55140
AT1G55150,0.124521268685035,AT1G55150
AT1G55152,0.322081768856918,AT1G55152
AT1G55160,0.111142596260454,AT1G55160
AT1G55170,0.193927994276514,AT1G55170
AT1G55175,0.480587111696301,AT1G55175
AT1G55180,0.262868890432792,AT1G55180
AT1G55190,0.32742472106998,AT1G55190
AT1G55200,0.462857355469546,AT1G55200
AT1G55205,0.413835514857711,AT1G55205
